Record	Yhat	Residual	Hat	RinvRes	AOMstat
293	6.8678	-1.258	0.8925E-01	-0.5786	-1.102
294	6.7782	3.154	0.9736E-01	2.106	4.009
295	6.4211	-1.009	0.9735E-01	-0.9043	-1.722
296	6.7272	1.955	0.4985E-01	0.9820	1.870
297	6.5150	1.431	0.9742E-01	0.2186E-01	0.4163E-01
298	6.6828	2.303	0.1036	0.6094	1.160
299	6.7831	0.6356	0.9783E-01	-0.6015	-1.145
300	6.6572	-3.058	0.9738E-01	-0.1325	-0.2542
301	6.8448	-0.3239	0.9737E-01	-0.2641	-0.5066
302	6.5447	-2.796	0.9743E-01	-1.057	-2.013
303	6.6381	-1.011	0.9745E-01	0.2690	0.5121
304	6.5721	-0.6589	0.9737E-01	0.2241	0.4268
305	6.5427	1.068	0.9743E-01	0.5290	1.007
306	6.7332	0.6039	0.4682E-01	0.7239	1.378
307	6.3485	-2.654	0.9742E-01	-1.469	-2.797
308	6.6672	-2.360	0.9771E-01	-0.7498	-1.428
309	6.6216	0.7473	0.9737E-01	-0.2910E-01	-0.5541E-01
310	6.7857	0.5376	0.8923E-01	0.6030	1.148
311	6.5981	-0.1828	0.9739E-01	-1.046	-1.992
312	6.8169	3.444	0.9744E-01	1.755	3.342
313	6.7483	0.7085	0.4490E-01	-0.5915	-1.126
314	6.6669	2.760	0.9741E-01	0.6428	1.224
315	6.3685	-3.923	0.9739E-01	-1.980	-3.798
316	6.7483	1.599	0.4490E-01	0.5459	1.047
317	6.7889	-0.9005	0.9737E-01	0.3815	0.7263
318	6.5431	-2.078	0.9739E-01	-0.8447	-1.608
319	6.6072	-2.995	0.9747E-01	-1.800	-3.426
320	6.9411	1.196	0.9737E-01	0.8578	1.633
321	6.4770	0.2310	0.9731E-01	0.8617E-01	0.1641
322	6.4896	-1.373	0.9744E-01	-0.3029	-0.5768
323	6.7272	-1.208	0.4985E-01	-0.2429	-0.4624
324	6.5652	-0.6747	0.9770E-01	-0.6144	-1.170
325	6.6759	0.3187	0.9730E-01	-0.2070	-0.3942
326	6.5589	1.033	0.9739E-01	0.9057	1.724
327	6.4887	1.103	0.9745E-01	-0.4409	-0.8394
328	6.6270	1.254	0.9739E-01	-0.1506	-0.2866
329	6.6462	5.547	0.9742E-01	1.897	3.612
330	6.7272	0.7229	0.4985E-01	1.063	2.039
331	6.5621	2.193	0.9736E-01	1.054	2.023
332	6.5311	-1.204	0.9742E-01	-0.4555	-0.8673
333	6.7483	-0.2770	0.4490E-01	0.3965	0.7550
334	6.7441	0.4111	0.9741E-01	0.8975	1.709
335	6.8376	-0.5736	0.9737E-01	-0.3851	-0.7332
336	6.4680	-0.5057	0.9745E-01	-0.5584	-1.063
337	6.5506	0.2575	0.9738E-01	0.8817	1.679
338	6.6029	0.5786	0.9775E-01	0.6974	1.328
339	6.7429	0.3780	0.9736E-01	0.2323E-01	0.4422E-01
340	6.7332	1.194	0.4682E-01	0.6935	1.320
341	6.5431	-0.6451	0.9737E-01	-1.046	-1.992
342	6.5516	1.138	0.9738E-01	0.2466	0.4695
343	6.7218	2.558	0.9738E-01	0.7330	1.396
344	6.6497	3.706	0.9782E-01	-0.2768E-01	-0.5270E-01
345	6.6822	0.3233E-01	0.9738E-01	0.3762E-01	0.7217E-01
346	6.4256	-0.1883E-01	0.9746E-01	-0.7516	-1.442
347	6.5050	-1.291	0.9738E-01	-0.1476	-0.2810
348	6.4217	-0.8133	0.9739E-01	-0.2009	-0.3825
349	6.6948	0.9059E-01	0.9742E-01	0.3805	0.7244
350	6.7272	-1.335	0.4985E-01	-1.324	-2.521
351	6.6294	0.5033	0.9743E-01	1.211	2.306
352	6.6395	-2.006	0.9777E-01	-1.176	-2.240
353	6.8855	-0.8643	0.9749E-01	-0.1778	-0.3386
354	6.7789	0.8609	0.9743E-01	0.2655E-01	0.5054E-01
355	6.5696	0.3738	0.9737E-01	-0.2647E-01	-0.5040E-01
356	6.8022	1.347	0.9743E-01	1.261	2.400
357	6.7332	1.108	0.4682E-01	0.4068	0.7745
358	6.6606	2.545	0.9738E-01	0.7512	1.430
359	6.6249	4.590	0.9737E-01	1.491	2.839
360	6.4159	-0.8407	0.9743E-01	-0.3169	-0.6080
361	6.5695	1.292	0.9745E-01	0.9255	1.775
362	6.6054	-1.238	0.9739E-01	-0.5704	-1.086
363	6.7847	-1.093	0.9745E-01	0.4864	0.9260
364	6.6294	-1.092	0.9738E-01	-1.183	-2.252
365	6.7953	2.071	0.9737E-01	1.805	3.436
366	6.3905	-2.218	0.9745E-01	-1.595	-3.038
367	-0.10000E-36	-0.1000E-36	-0.1000E-36	0.7702E-15	0.1466E-14
368	6.6363	-1.635	0.9747E-01	-0.6085	-1.159
369	6.4160	2.025	0.9731E-01	1.296	2.467
370	6.6727	-0.7620	0.9779E-01	-0.5972	-1.137
371	6.3716	-1.609	0.9746E-01	-0.7929	-1.510
372	6.8338	-1.115	0.9736E-01	-1.286	-2.448
373	6.7174	0.4033E-01	0.9743E-01	-0.6008	-1.144
374	6.7332	2.127	0.4682E-01	-0.3208	-0.6109
375	6.3678	-1.854	0.9742E-01	-0.8920	-1.711
376	6.6709	-0.2777	0.9737E-01	-0.5426	-1.041
377	6.7272	-0.3189	0.4985E-01	0.5048	0.9611
378	6.5766	-3.682	0.9746E-01	-2.153	-4.099
379	6.6273	1.094	0.9733E-01	1.271	2.421
380	6.5438	0.4594	0.9778E-01	-0.4460	-0.8492
381	6.6242	-0.3639	0.9746E-01	0.4579	0.8718
382	6.7455	0.1566	0.9782E-01	0.1420	0.2703
383	6.5520	-1.547	0.9744E-01	-0.4460	-0.8491
384	6.7332	-0.3206	0.4682E-01	-0.1208	-0.2299
385	6.5216	0.6679E-01	0.9741E-01	0.8083E-01	0.1539
386	6.2184	-1.228	0.9734E-01	-0.7693	-1.465
387	6.6218	2.486	0.9779E-01	1.415	2.693
388	6.5328	1.352	0.9739E-01	0.6977	1.328
389	6.8282	3.821	0.9739E-01	1.114	2.122
390	6.4432	-0.6952E-01	0.9739E-01	0.1734	0.3326
391	6.5142	0.2641	0.9738E-01	0.7233E-01	0.1388
392	6.6565	-0.5336	0.9736E-01	0.1336	0.2543
393	6.5756	-0.3750	0.9740E-01	0.6970E-01	0.1327
394	6.7272	-0.2386	0.4985E-01	-0.3291	-0.6265
395	6.8084	0.4298	0.9736E-01	0.4489	0.8548
396	6.6242	-0.7721	0.9737E-01	-0.6753	-1.286
397	6.7097	0.8422	0.9735E-01	0.3564	0.6785
398	6.7857	-0.7286	0.8923E-01	-0.1761	-0.3352
399	6.4773	-2.143	0.9736E-01	-0.6702	-1.276
400	6.6489	1.007	0.9774E-01	0.6094	1.160
401	6.7483	0.7755	0.4490E-01	0.6151	1.171
402	6.5315	1.607	0.9742E-01	0.4199	0.7995
403	6.6614	-0.8125	0.9738E-01	-0.9241	-1.759
404	6.6128	2.964	0.9738E-01	0.3972	0.7562
405	6.3323	0.1731	0.9742E-01	-0.1762E-01	-0.3380E-01
406	6.7657	0.6135	0.9768E-01	0.3765	0.7823
407	6.3973	-1.859	0.9776E-01	-1.087	-2.242
408	6.7747	2.384	0.9782E-01	1.511	3.116
409	6.6009	-0.5185	0.9773E-01	-0.3324	-0.6854
410	6.8551	-0.7634	0.9772E-01	-0.5605	-1.156
411	6.7272	0.8626	0.4985E-01	0.6548	1.350
412	6.9052	1.081	0.9774E-01	0.2668	0.5502
413	6.8466	0.4712	0.9776E-01	0.5077	1.047
414	6.5421	-2.965	0.9772E-01	-1.147	-2.365
415	6.6403	0.3536E-02	0.9772E-01	-0.7513E-01	-0.1549
416	6.6964	0.1252	0.9805E-01	-0.5081E-01	-0.1048
417	6.5949	0.2344	0.9778E-01	-0.2494	-0.5141
418	6.7332	0.7951E-01	0.4682E-01	0.1235	0.2547
419	6.7899	3.220	0.9777E-01	1.022	2.108
420	6.5596	0.4741	0.9767E-01	0.8339E-01	0.1733
421	4.2598	-0.7931	0.3852E-01	-0.2706	-0.6320
422	3.7449	-2.395	0.8854E-01	-0.9959	-2.319
423	4.0604	-0.5104	0.8858E-01	-0.2376	-0.5533
424	4.1383	2.068	0.8856E-01	0.9556	2.225
425	4.2827	-0.6994	0.8857E-01	-0.3870	-0.9012
426	4.2537	1.046	0.4131E-01	0.5082	1.183
427	4.1646	-0.6463E-01	0.8860E-01	0.6210E-02	0.1446E-01
428	3.8773	-1.244	0.8857E-01	-0.5108	-1.189
429	4.2362	-0.5029	0.8856E-01	-0.1674	-0.3899
430	4.0687	0.9480	0.8917E-01	0.4221	0.9829
431	4.2748	0.7086	0.3662E-01	0.2417	0.5627
432	3.9730	0.7437	0.8099E-01	0.3190	0.7428
433	4.0161	0.1172	0.8862E-01	0.1075	0.2502
434	4.0960	-1.546	0.8869E-01	-0.6279	-1.462
435	4.2322	-0.1989	0.8854E-01	-0.4570E-01	-0.1064
436	4.2537	0.2296	0.4131E-01	0.9924E-01	0.2311
437	3.7903	-0.7903	0.8857E-01	-0.3015	-0.7020
438	3.9644	-0.8644	0.8857E-01	-0.3459	-0.8055
439	4.1017	0.3983	0.9309E-01	0.1580	0.3679
440	3.9476	0.1024	0.8854E-01	0.3404E-02	0.7926E-02
441	4.2598	1.182	0.3852E-01	0.6105	1.422
442	4.0629	-1.580	0.8917E-01	-0.6896	-1.606
443	4.1481	-1.348	0.8868E-01	-0.5963	-1.389
444	4.3349	2.001	0.8856E-01	0.9489	2.210
445	4.3154	-0.3654	0.8855E-01	-0.3226	-0.7512
446	4.4676	3.341	0.8857E-01	1.479	3.443
447	4.0703	-0.6870	0.8924E-01	-0.4053	-0.9437
448	4.1197	-1.636	0.8929E-01	-0.7056	-1.643
449	4.1628	-0.2462	0.8867E-01	-0.8740E-01	-0.2035
450	4.4120	2.191	0.8863E-01	0.9437	2.197
451	4.2748	0.2522E-01	0.3662E-01	-0.5046E-01	-0.1178
452	3.8767	0.5233	0.8861E-01	0.1924	0.4490
453	4.0722	0.3611	0.8912E-01	0.1484	0.3453
454	4.4039	1.577	0.8858E-01	0.6710	1.561
455	4.2748	-1.275	0.3662E-01	-0.6110	-1.422
456	4.1407	-1.291	0.8870E-01	-0.4112	-0.9568
457	4.0220	-2.072	0.8863E-01	-0.8320	-1.936
458	3.9644	-1.864	0.8857E-01	-0.7271	-1.692
459	4.1294	-0.8294	0.8908E-01	-0.1908	-0.4441
460	3.9697	-2.553	0.8865E-01	-0.9957	-2.317
461	4.1352	-1.302	0.8851E-01	-0.4915	-1.144
462	4.2257	0.3243	0.8863E-01	0.2278	0.5300
463	4.0153	-1.599	0.8865E-01	-0.6838	-1.591
464	4.0961	-2.113	0.8861E-01	-0.7808	-1.817
465	4.2598	-2.393	0.3852E-01	-0.9271	-2.157
466	4.2682	0.1318	0.8859E-01	0.6800E-01	0.1582
467	4.1421	1.858	0.8861E-01	0.8762	2.039
468	4.4039	-1.071	0.8858E-01	-0.5170	-1.203
469	4.1294	-0.7961	0.8908E-01	-0.3415	-0.7945
470	4.1319	2.213	0.8859E-01	0.9946	2.314
471	4.2831	-0.7165	0.8865E-01	-0.2458	-0.5720
472	3.9946	-3.045	0.8864E-01	-1.351	-3.144
473	4.2644	0.4856	0.8862E-01	0.3696	0.8600
474	4.3943	-0.1110	0.8108E-01	-0.2423E-01	-0.5637E-01
475	4.2537	-1.720	0.4131E-01	-0.7561	-1.759
476	3.8773	-0.7440	0.8857E-01	-0.2676	-0.6226
477	4.0639	0.1861	0.8865E-01	-0.5058E-01	-0.1177
478	4.2010	3.267	0.8858E-01	1.353	3.148
479	4.0580	1.810	0.8863E-01	0.7889	1.836
480	4.0576	-2.041	0.8862E-01	-0.9705	-2.258
481	4.1872	0.4462	0.8855E-01	0.1828	0.4253
482	4.1646	-0.5980	0.8860E-01	-0.2498	-0.5830
483	4.4120	1.790	0.8863E-01	0.7588	1.771
484	4.2380	-0.9713	0.8863E-01	-0.5747	-1.337
485	4.0810	2.976	0.8869E-01	1.224	2.848
486	3.9171	0.9329	0.8869E-01	0.3609	0.8397
487	4.2929	-1.143	0.8864E-01	-0.4939	-1.149
488	4.1837	1.183	0.8864E-01	0.5528	1.286
489	4.2537	1.030	0.4131E-01	0.4826	1.123
490	4.1630	-0.2464	0.8868E-01	-0.7398E-01	-0.1721
491	4.0035	-1.970	0.8852E-01	-0.7881	-1.834
492	4.0481	-1.015	0.8862E-01	-0.3611	-0.8402
493	4.1480	-0.1465E-01	0.8862E-01	-0.2792E-01	-0.6496E-01
494	4.1992	2.299	0.8925E-01	1.041	2.423
495	4.1197	-0.2531	0.8858E-01	-0.8850E-01	-0.2059
496	4.2537	-1.070	0.4131E-01	-0.4337	-1.009
497	4.3349	0.2151	0.8856E-01	0.1742	0.4054
498	3.9425	-2.609	0.8852E-01	-1.215	-2.828
499	4.2598	1.540	0.3852E-01	0.8116	1.888
500	4.0153	-1.465	0.8865E-01	-0.6375	-1.483
501	4.0220	0.6137E-01	0.8863E-01	0.1272	0.2961
502	4.0315	-2.115	0.8858E-01	-0.9802	-2.281
503	4.2483	0.8517	0.8859E-01	0.5213	1.213
504	4.0393	-1.506	0.8858E-01	-0.7846	-1.826
505	4.2827	2.293	0.8857E-01	0.9769	2.273
506	4.1082	0.4252	0.8868E-01	0.1631	0.3794
507	3.7449	0.5218	0.8854E-01	0.2035	0.4735
508	4.2087	-0.4754	0.8864E-01	-0.1992	-0.4635
509	4.2748	0.4752	0.3662E-01	0.1831	0.4261
510	4.1197	-1.020	0.8858E-01	-0.5360	-1.247
511	4.1384	1.245	0.8863E-01	0.4914	1.143
512	4.3713	3.585	0.8863E-01	1.477	3.436
513	4.3123	-0.9123	0.8107E-01	-0.5185	-1.210
514	4.3547	2.117	0.8857E-01	0.8774	2.048
515	4.0781	-0.1146E-01	0.8858E-01	-0.1207	-0.2808
516	4.2229	2.273	0.8979E-01	0.9134	2.125
517	4.3287	0.2046	0.8863E-01	0.1094	0.2545
518	4.0771	-3.194	0.8864E-01	-1.355	-3.153
519	4.1197	-0.7864	0.8929E-01	-0.1470	-0.3421
520	3.9424	-2.409	0.8868E-01	-1.021	-2.377
521	4.4317	0.2849	0.8922E-01	0.1857	0.4321
522	4.3054	1.045	0.8863E-01	0.4691	1.092
523	4.2537	0.2963	0.4131E-01	0.1462	0.3402
524	4.0408	-1.824	0.8864E-01	-0.7483	-1.741
525	4.0712	-1.021	0.8863E-01	-0.3764	-0.8758
526	3.7903	-1.874	0.8857E-01	-0.7895	-1.837
527	4.1383	0.5783	0.8863E-01	0.2596	0.6041
528	4.1830	2.228	0.8858E-01	0.9514	2.214
529	4.2929	-0.5961E-01	0.8864E-01	-0.8069E-01	-0.1878
530	4.1819	0.3348	0.8869E-01	0.2203	0.5126
531	3.8589	-2.126	0.8868E-01	-0.8948	-2.082
532	4.0110	-1.278	0.8856E-01	-0.5719	-1.331
533	4.2598	2.714	0.3852E-01	1.191	2.771
534	4.1337	1.334	0.8869E-01	0.4313	1.004
535	4.3466	1.350	0.8859E-01	0.4617	1.074
536	4.0712	3.004	0.8863E-01	1.293	3.008
537	3.8981	-2.231	0.8866E-01	-1.122	-2.610
538	4.1660	1.726	0.8908E-01	0.9048	2.105
539	4.2229	-2.123	0.8979E-01	-0.9985	-2.323
540	4.1091	1.035	0.8863E-01	0.4918	1.144
541	4.3048	0.6452	0.8857E-01	0.2809	0.6537
542	4.3164	0.3336	0.8923E-01	-0.4997E-03	-0.1163E-02
543	4.2748	3.303	0.3662E-01	1.309	3.047
544	4.1031	1.368	0.8861E-01	0.4821	1.125
545	4.0696	0.1470	0.8856E-01	-0.2554E-01	-0.5959E-01
546	4.2537	-0.2870	0.4131E-01	-0.1434	-0.3336
547	4.2598	0.8236	0.3852E-01	0.3168	0.7370
548	4.1031	-0.1198	0.8861E-01	-0.1363	-0.3172
549	4.1481	0.6519	0.8868E-01	0.3925	0.9134
550	4.0451	-1.812	0.8863E-01	-0.7554	-1.758
551	4.1879	-1.471	0.8859E-01	-0.4985	-1.160
552	4.0629	-0.9963	0.8917E-01	-0.3531	-0.8215
553	4.2706	-0.2372	0.8861E-01	-0.9901E-01	-0.2304
554	4.3223	1.244	0.8857E-01	0.5739	1.335
555	3.9521	-0.7687	0.8870E-01	-0.3704	-0.8618
556	4.1017	0.9317	0.9309E-01	0.4963	1.155
557	4.2748	-0.2478E-01	0.3662E-01	-0.1688E-01	-0.3927E-01
558	4.2598	-0.2264	0.3852E-01	-0.8011E-01	-0.1864
559	4.1755	-0.6755	0.8921E-01	-0.3577	-0.8323
560	4.0917	0.8083	0.8917E-01	0.4290	0.9982
561	4.1992	-1.866	0.8925E-01	-0.8687	-2.021
562	4.3732	1.767	0.8923E-01	0.8737	2.033
563	4.1975	-0.1475	0.8863E-01	-0.1177	-0.2738
564	4.2380	1.094	0.8863E-01	0.4372	1.017
565	4.1507	-0.2341	0.8857E-01	-0.1337	-0.3110
566	4.1830	0.5504	0.8858E-01	0.2456	0.5714
567	4.2748	-0.1581	0.3662E-01	-0.1317	-0.3063
568	4.0722	-0.3056	0.8912E-01	-0.9716E-01	-0.2261
569	4.0604	-1.427	0.8858E-01	-0.6149	-1.431
570	4.3287	-0.2620	0.8863E-01	-0.5918E-01	-0.1377
571	4.1536	-0.4369	0.8858E-01	-0.1662	-0.3867
572	4.0687	-1.669	0.8917E-01	-0.7271	-1.692
573	3.8943	-0.2443	0.8868E-01	-0.9223E-01	-0.2146
574	4.1407	0.3426	0.8870E-01	0.4017E-01	0.9346E-01
575	4.2440	1.098	0.8860E-01	0.4400	1.027
576	4.3816	3.752	0.8916E-01	1.613	3.765
577	4.0353	-0.5199E-01	0.8863E-01	-0.1177	-0.2739
578	4.1694	1.047	0.8869E-01	0.3441	0.8006
579	4.0576	1.985	0.8862E-01	0.8109	1.887
580	4.4676	0.5324	0.8857E-01	0.1053	0.2450
581	4.2598	0.2402	0.3852E-01	0.1304	0.3035
582	3.9482	-0.4982	0.8856E-01	-0.1483	-0.3452
583	3.9358	-1.886	0.8870E-01	-0.7219	-1.680
584	4.1319	-1.899	0.8859E-01	-0.7426	-1.728
585	4.2010	-0.6677	0.8858E-01	-0.2477	-0.5764
586	3.8750	-0.5417	0.8862E-01	-0.1490	-0.3468
587	4.1021	-3.235	0.8861E-01	-1.402	-3.263
588	4.1623	0.5710	0.8856E-01	0.3986	0.9276
589	4.3123	-0.1623	0.8107E-01	-0.1155	-0.2687
590	4.1274	0.5726	0.8925E-01	0.2420	0.5631
591	4.2537	0.4130	0.4131E-01	0.2548	0.5928
592	4.1484	-1.932	0.8924E-01	-0.7740	-1.801
593	4.2257	-0.7091	0.8863E-01	-0.2290	-0.5329
594	4.1393	-1.123	0.8864E-01	-0.4634	-1.078
595	4.1118	-0.6181E-01	0.8857E-01	0.2109E-01	0.4908E-01
596	3.9826	-2.383	0.8864E-01	-1.027	-2.389
597	3.9730	-0.8397	0.8099E-01	-0.3294	-0.7664
598	4.1514	0.4152	0.8863E-01	0.9265E-01	0.2156
599	4.1383	3.580	0.8856E-01	1.584	3.685
600	4.3009	-0.6342	0.8851E-01	-0.4682	-1.090
601	4.2748	2.817	0.3662E-01	1.148	2.672
602	4.3223	1.573	0.8857E-01	0.5613	1.306
603	4.1274	1.339	0.8925E-01	0.5091	1.185
604	4.1559	1.985	0.8859E-01	0.7014	1.632
605	4.2391	1.762	0.8869E-01	0.6645	1.546
606	4.1352	0.2982	0.8851E-01	0.3695E-01	0.8623E-01
607	4.3012	-0.2178	0.8923E-01	-0.3502E-01	-0.8173E-01
608	4.0580	-3.241	0.8863E-01	-1.462	-3.401
609	4.3112	1.649	0.8864E-01	0.8315	1.935
610	4.0393	0.3274	0.8858E-01	0.2228E-01	0.5185E-01
611	4.1938	2.348	0.8864E-01	0.9545	2.221
612	4.1393	0.3273	0.8864E-01	0.5373E-01	0.1250
613	4.1559	0.4941	0.8862E-01	0.2161	0.5029
614	4.1214	0.1191E-01	0.8929E-01	-0.1209E-01	-0.2814E-01
615	4.2748	0.6252	0.3662E-01	0.2368	0.5511
616	4.3603	1.299	0.8857E-01	0.4074	0.9479
617	4.3096	3.506	0.8916E-01	1.528	3.555
618	4.1727	-0.8560	0.8862E-01	-0.3918	-0.9117
619	3.9506	-2.317	0.8869E-01	-1.004	-2.335
620	4.0997	0.4836	0.8857E-01	0.2630	0.6119
621	4.1559	0.3941	0.8859E-01	0.2187	0.5088
622	4.1184	-2.935	0.8864E-01	-1.233	-2.868
623	4.0353	-1.335	0.8863E-01	-0.4435	-1.032
624	4.2213	-0.6380	0.8862E-01	-0.2363	-0.5499
625	4.2537	0.7130	0.4131E-01	0.2538	0.5905
626	4.3096	3.095	0.8916E-01	1.239	2.882
627	4.0696	2.176	0.8856E-01	0.7824	1.821
628	4.0038	1.396	0.8858E-01	0.5408	1.258
629	4.0593	0.7359E-02	0.8859E-01	0.1454E-01	0.3384E-01
630	4.0408	-1.357	0.8864E-01	-0.6361	-1.480
631	4.1214	0.4952	0.8929E-01	0.2290	0.5328
632	4.2362	2.525	0.8856E-01	1.052	2.448
633	4.1554	-0.5887	0.8857E-01	-0.2787	-0.6486
634	4.2706	-0.9039	0.8861E-01	-0.4972	-1.157
635	4.2598	3.525	0.3852E-01	1.406	3.272
636	4.0997	1.450	0.8857E-01	0.4680	1.089
637	4.1246	1.042	0.8856E-01	0.3620	0.8448
638	4.1872	-0.8372	0.8855E-01	-0.4264	-0.9951
639	4.2748	0.8586	0.3662E-01	0.5285	1.230
640	3.8589	-2.326	0.8868E-01	-1.002	-2.332
641	4.2748	-2.608	0.3662E-01	-1.099	-2.557
642	4.2213	1.813	0.8862E-01	0.8037	1.870
643	4.1507	-0.4507	0.8865E-01	-0.3025	-0.7039
644	4.1091	-0.4091	0.8863E-01	-0.1785	-0.4153
645	4.0861	0.6139	0.8924E-01	0.2485	0.5782
646	4.1200	1.329	0.8852E-01	0.4984	1.160
647	4.3219	1.659	0.8857E-01	0.6767	1.575
648	4.0692	-0.9358	0.8862E-01	-0.6086	-1.416
649	4.2598	2.120	0.3852E-01	0.9914	2.307
650	4.2087	0.1580	0.8864E-01	0.1847E-01	0.4298E-01
651	4.1819	0.9348	0.8869E-01	0.3120	0.7259
652	4.0917	1.389	0.8917E-01	0.6063	1.411
653	4.0785	-0.7785	0.8863E-01	-0.3469	-0.8072
654	4.1399	0.7768	0.8863E-01	0.4136	0.9624
655	4.1559	-0.6559	0.8862E-01	-0.3268	-0.7604
656	4.1755	-0.4921	0.8921E-01	-0.1765	-0.4108
657	4.0283	0.3717	0.8866E-01	0.2100E-01	0.4887E-01
658	4.3603	3.098	0.8857E-01	1.242	2.890
659	4.2537	0.3630	0.4131E-01	0.8771E-01	0.2041
660	4.0784	-1.078	0.8860E-01	-0.3737	-0.8694
661	4.0482	-1.948	0.8862E-01	-0.7074	-1.646
662	4.1969	-2.214	0.8855E-01	-0.9190	-2.138
663	4.1694	-0.5027	0.8869E-01	-0.8129E-01	-0.1891
664	3.8750	-3.075	0.8862E-01	-1.271	-2.957
665	4.3219	-0.4219	0.8857E-01	-0.1958	-0.4557
666	4.3688	4.227	0.8864E-01	1.760	4.096
667	4.0861	-0.5194	0.8924E-01	-0.4147	-0.9650
668	4.2322	2.121	0.8854E-01	0.9233	2.155
669	4.1743	2.272	0.8859E-01	0.9717	2.267
670	3.9945	0.4721	0.8864E-01	0.1596E-01	0.3713E-01
671	4.3688	1.263	0.8864E-01	0.6104	1.420
672	4.1246	-0.5079	0.8856E-01	-0.3251	-0.7564
673	4.2748	2.801	0.3662E-01	1.079	2.510
674	4.3434	3.707	0.8861E-01	1.557	3.623
675	4.3164	-0.4831	0.8923E-01	-0.3080	-0.7167
